"REF_DATE","GEO","DGUID","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","G1K","2021A0011G1K","Population, 2021","","0","units","0","","257.1","18911","","","","0"
"2021","G1K","2021A0011G1K","Total private dwellings, 2021","","0","units","0","","257.2","12884","","","","0"
"2021","G1K","2021A0011G1K","Private dwellings occupied by usual residents, 2021","","0","units","0","","257.3","11435","","","","0"
"2021","G1L","2021A0011G1L","Population, 2021","","0","units","0","","258.1","22024","","","","0"
"2021","G1L","2021A0011G1L","Total private dwellings, 2021","","0","units","0","","258.2","13773","","","","0"
"2021","G1L","2021A0011G1L","Private dwellings occupied by usual residents, 2021","","0","units","0","","258.3","12769","","","","0"
"2021","G1M","2021A0011G1M","Population, 2021","","0","units","0","","259.1","20770","","","","0"
"2021","G1M","2021A0011G1M","Total private dwellings, 2021","","0","units","0","","259.2","10538","","","","0"
"2021","G1M","2021A0011G1M","Private dwellings occupied by usual residents, 2021","","0","units","0","","259.3","10025","","","","0"
"2021","G1N","2021A0011G1N","Population, 2021","","0","units","0","","260.1","8400","","","","0"
"2021","G1N","2021A0011G1N","Total private dwellings, 2021","","0","units","0","","260.2","5363","","","","0"
"2021","G1N","2021A0011G1N","Private dwellings occupied by usual residents, 2021","","0","units","0","","260.3","4996","","","","0"
"2021","G1P","2021A0011G1P","Population, 2021","","0","units","0","","261.1","16538","","","","0"
"2021","G1P","2021A0011G1P","Total private dwellings, 2021","","0","units","0","","261.2","8450","","","","0"
"2021","G1P","2021A0011G1P","Private dwellings occupied by usual residents, 2021","","0","units","0","","261.3","8071","","","","0"
"2021","G1R","2021A0011G1R","Population, 2021","","0","units","0","","262.1","16423","","","","0"
"2021","G1R","2021A0011G1R","Total private dwellings, 2021","","0","units","0","","262.2","12386","","","","0"
"2021","G1R","2021A0011G1R","Private dwellings occupied by usual residents, 2021","","0","units","0","","262.3","10464","","","","0"
"2021","G1S","2021A0011G1S","Population, 2021","","0","units","0","","263.1","25912","","","","0"
"2021","G1S","2021A0011G1S","Total private dwellings, 2021","","0","units","0","","263.2","14792","","","","0"
"2021","G1S","2021A0011G1S","Private dwellings occupied by usual residents, 2021","","0","units","0","","263.3","13656","","","","0"
"2021","G1T","2021A0011G1T","Population, 2021","","0","units","0","","264.1","6797","","","","0"
"2021","G1T","2021A0011G1T","Total private dwellings, 2021","","0","units","0","","264.2","2937","","","","0"
"2021","G1T","2021A0011G1T","Private dwellings occupied by usual residents, 2021","","0","units","0","","264.3","2792","","","","0"
"2021","G1V","2021A0011G1V","Population, 2021","","0","units","0","","265.1","23629","","","","0"
"2021","G1V","2021A0011G1V","Total private dwellings, 2021","","0","units","0","","265.2","15426","","","","0"
"2021","G1V","2021A0011G1V","Private dwellings occupied by usual residents, 2021","","0","units","0","","265.3","12271","","","","0"
"2021","G1W","2021A0011G1W","Population, 2021","","0","units","0","","266.1","22499","","","","0"
"2021","G1W","2021A0011G1W","Total private dwellings, 2021","","0","units","0","","266.2","11121","","","","0"
"2021","G1W","2021A0011G1W","Private dwellings occupied by usual residents, 2021","","0","units","0","","266.3","10476","","","","0"
"2021","G1X","2021A0011G1X","Population, 2021","","0","units","0","","267.1","26746","","","","0"
"2021","G1X","2021A0011G1X","Total private dwellings, 2021","","0","units","0","","267.2","13699","","","","0"
"2021","G1X","2021A0011G1X","Private dwellings occupied by usual residents, 2021","","0","units","0","","267.3","12979","","","","0"
"2021","G1Y","2021A0011G1Y","Population, 2021","","0","units","0","","268.1","12738","","","","0"
"2021","G1Y","2021A0011G1Y","Total private dwellings, 2021","","0","units","0","","268.2","5703","","","","0"
"2021","G1Y","2021A0011G1Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","268.3","5484","","","","0"
"2021","G2A","2021A0011G2A","Population, 2021","","0","units","0","","269.1","15350","","","","0"
"2021","G2A","2021A0011G2A","Total private dwellings, 2021","","0","units","0","","269.2","6729","","","","0"
"2021","G2A","2021A0011G2A","Private dwellings occupied by usual residents, 2021","","0","units","0","","269.3","6528","","","","0"
"2021","G2B","2021A0011G2B","Population, 2021","","0","units","0","","270.1","24936","","","","0"
"2021","G2B","2021A0011G2B","Total private dwellings, 2021","","0","units","0","","270.2","11616","","","","0"
"2021","G2B","2021A0011G2B","Private dwellings occupied by usual residents, 2021","","0","units","0","","270.3","11263","","","","0"
"2021","G2C","2021A0011G2C","Population, 2021","","0","units","0","","271.1","12283","","","","0"
"2021","G2C","2021A0011G2C","Total private dwellings, 2021","","0","units","0","","271.2","6191","","","","0"
"2021","G2C","2021A0011G2C","Private dwellings occupied by usual residents, 2021","","0","units","0","","271.3","5912","","","","0"
"2021","G2E","2021A0011G2E","Population, 2021","","0","units","0","","272.1","21054","","","","0"
"2021","G2E","2021A0011G2E","Total private dwellings, 2021","","0","units","0","","272.2","9337","","","","0"
"2021","G2E","2021A0011G2E","Private dwellings occupied by usual residents, 2021","","0","units","0","","272.3","9111","","","","0"
"2021","G2G","2021A0011G2G","Population, 2021","","0","units","0","","273.1","10790","","","","0"
"2021","G2G","2021A0011G2G","Total private dwellings, 2021","","0","units","0","","273.2","4911","","","","0"
"2021","G2G","2021A0011G2G","Private dwellings occupied by usual residents, 2021","","0","units","0","","273.3","4773","","","","0"
"2021","G2J","2021A0011G2J","Population, 2021","","0","units","0","","274.1","3223","","","","0"
"2021","G2J","2021A0011G2J","Total private dwellings, 2021","","0","units","0","","274.2","1885","","","","0"
"2021","G2J","2021A0011G2J","Private dwellings occupied by usual residents, 2021","","0","units","0","","274.3","1772","","","","0"
"2021","G2K","2021A0011G2K","Population, 2021","","0","units","0","","275.1","12845","","","","0"
"2021","G2K","2021A0011G2K","Total private dwellings, 2021","","0","units","0","","275.2","6994","","","","0"
"2021","G2K","2021A0011G2K","Private dwellings occupied by usual residents, 2021","","0","units","0","","275.3","6430","","","","0"
"2021","G2L","2021A0011G2L","Population, 2021","","0","units","0","","276.1","14609","","","","0"
"2021","G2L","2021A0011G2L","Total private dwellings, 2021","","0","units","0","","276.2","6939","","","","0"
"2021","G2L","2021A0011G2L","Private dwellings occupied by usual residents, 2021","","0","units","0","","276.3","6669","","","","0"
"2021","G2M","2021A0011G2M","Population, 2021","","0","units","0","","277.1","5625","","","","0"
"2021","G2M","2021A0011G2M","Total private dwellings, 2021","","0","units","0","","277.2","2306","","","","0"
"2021","G2M","2021A0011G2M","Private dwellings occupied by usual residents, 2021","","0","units","0","","277.3","2256","","","","0"
"2021","G2N","2021A0011G2N","Population, 2021","","0","units","0","","278.1","8486","","","","0"
"2021","G2N","2021A0011G2N","Total private dwellings, 2021","","0","units","0","","278.2","3600","","","","0"
"2021","G2N","2021A0011G2N","Private dwellings occupied by usual residents, 2021","","0","units","0","","278.3","3495","","","","0"
"2021","G3A","2021A0011G3A","Population, 2021","","0","units","0","","279.1","20233","","","","0"
"2021","G3A","2021A0011G3A","Total private dwellings, 2021","","0","units","0","","279.2","8604","","","","0"
"2021","G3A","2021A0011G3A","Private dwellings occupied by usual residents, 2021","","0","units","0","","279.3","8286","","","","0"
"2021","G3B","2021A0011G3B","Population, 2021","","0","units","0","","280.1","8315","","","","0"
"2021","G3B","2021A0011G3B","Total private dwellings, 2021","","0","units","0","","280.2","3268","","","","0"
"2021","G3B","2021A0011G3B","Private dwellings occupied by usual residents, 2021","","0","units","0","","280.3","3133","","","","0"
"2021","G3C","2021A0011G3C","Population, 2021","","0","units","0","","281.1","10434","","","","0"
"2021","G3C","2021A0011G3C","Total private dwellings, 2021","","0","units","0","","281.2","4723","","","","0"
"2021","G3C","2021A0011G3C","Private dwellings occupied by usual residents, 2021","","0","units","0","","281.3","4161","","","","0"
"2021","G3E","2021A0011G3E","Population, 2021","","0","units","0","","282.1","16115","","","","0"
"2021","G3E","2021A0011G3E","Total private dwellings, 2021","","0","units","0","","282.2","6379","","","","0"
"2021","G3E","2021A0011G3E","Private dwellings occupied by usual residents, 2021","","0","units","0","","282.3","6270","","","","0"
"2021","G3G","2021A0011G3G","Population, 2021","","0","units","0","","283.1","10026","","","","0"
"2021","G3G","2021A0011G3G","Total private dwellings, 2021","","0","units","0","","283.2","4179","","","","0"
"2021","G3G","2021A0011G3G","Private dwellings occupied by usual residents, 2021","","0","units","0","","283.3","4070","","","","0"
"2021","G3H","2021A0011G3H","Population, 2021","","0","units","0","","284.1","10142","","","","0"
"2021","G3H","2021A0011G3H","Total private dwellings, 2021","","0","units","0","","284.2","4352","","","","0"
"2021","G3H","2021A0011G3H","Private dwellings occupied by usual residents, 2021","","0","units","0","","284.3","4186","","","","0"
"2021","G3J","2021A0011G3J","Population, 2021","","0","units","0","","285.1","10635","","","","0"
"2021","G3J","2021A0011G3J","Total private dwellings, 2021","","0","units","0","","285.2","4697","","","","0"
"2021","G3J","2021A0011G3J","Private dwellings occupied by usual residents, 2021","","0","units","0","","285.3","4530","","","","0"
"2021","G3K","2021A0011G3K","Population, 2021","","0","units","0","","286.1","20396","","","","0"
"2021","G3K","2021A0011G3K","Total private dwellings, 2021","","0","units","0","","286.2","8121","","","","0"
"2021","G3K","2021A0011G3K","Private dwellings occupied by usual residents, 2021","","0","units","0","","286.3","7961","","","","0"
"2021","G3L","2021A0011G3L","Population, 2021","","0","units","0","","287.1","11103","","","","0"
"2021","G3L","2021A0011G3L","Total private dwellings, 2021","","0","units","0","","287.2","5743","","","","0"
"2021","G3L","2021A0011G3L","Private dwellings occupied by usual residents, 2021","","0","units","0","","287.3","4970","","","","0"
"2021","G3M","2021A0011G3M","Population, 2021","","0","units","0","","288.1","7436","","","","0"
"2021","G3M","2021A0011G3M","Total private dwellings, 2021","","0","units","0","","288.2","3410","","","","0"
"2021","G3M","2021A0011G3M","Private dwellings occupied by usual residents, 2021","","0","units","0","","288.3","3300","","","","0"
"2021","G3N","2021A0011G3N","Population, 2021","","0","units","0","","289.1","11114","","","","0"
"2021","G3N","2021A0011G3N","Total private dwellings, 2021","","0","units","0","","289.2","5037","","","","0"
"2021","G3N","2021A0011G3N","Private dwellings occupied by usual residents, 2021","","0","units","0","","289.3","4473","","","","0"
"2021","G3S","2021A0011G3S","Population, 2021","","0","units","0","","290.1","6647","","","","0"
"2021","G3S","2021A0011G3S","Total private dwellings, 2021","","0","units","0","","290.2","2511","","","","0"
"2021","G3S","2021A0011G3S","Private dwellings occupied by usual residents, 2021","","0","units","0","","290.3","2397","","","","0"
"2021","G3Z","2021A0011G3Z","Population, 2021","","0","units","0","","291.1","7371","","","","0"
"2021","G3Z","2021A0011G3Z","Total private dwellings, 2021","","0","units","0","","291.2","3782","","","","0"
"2021","G3Z","2021A0011G3Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","291.3","3427","","","","0"
"2021","G4A","2021A0011G4A","Population, 2021","","0","units","0","","292.1","3063","","","","0"
"2021","G4A","2021A0011G4A","Total private dwellings, 2021","","0","units","0","","292.2","1489","","","","0"
"2021","G4A","2021A0011G4A","Private dwellings occupied by usual residents, 2021","","0","units","0","","292.3","1428","","","","0"
"2021","G4R","2021A0011G4R","Population, 2021","","0","units","0","","293.1","20327","","","","0"
"2021","G4R","2021A0011G4R","Total private dwellings, 2021","","0","units","0","","293.2","10109","","","","0"
"2021","G4R","2021A0011G4R","Private dwellings occupied by usual residents, 2021","","0","units","0","","293.3","8958","","","","0"
"2021","G4S","2021A0011G4S","Population, 2021","","0","units","0","","294.1","4931","","","","0"
"2021","G4S","2021A0011G4S","Total private dwellings, 2021","","0","units","0","","294.2","2266","","","","0"
"2021","G4S","2021A0011G4S","Private dwellings occupied by usual residents, 2021","","0","units","0","","294.3","2159","","","","0"
"2021","G4T","2021A0011G4T","Population, 2021","","0","units","0","","295.1","12654","","","","0"
"2021","G4T","2021A0011G4T","Total private dwellings, 2021","","0","units","0","","295.2","6665","","","","0"
"2021","G4T","2021A0011G4T","Private dwellings occupied by usual residents, 2021","","0","units","0","","295.3","5830","","","","0"
"2021","G4V","2021A0011G4V","Population, 2021","","0","units","0","","296.1","6288","","","","0"
"2021","G4V","2021A0011G4V","Total private dwellings, 2021","","0","units","0","","296.2","3463","","","","0"
"2021","G4V","2021A0011G4V","Private dwellings occupied by usual residents, 2021","","0","units","0","","296.3","3121","","","","0"
"2021","G4W","2021A0011G4W","Population, 2021","","0","units","0","","297.1","13988","","","","0"
"2021","G4W","2021A0011G4W","Total private dwellings, 2021","","0","units","0","","297.2","7483","","","","0"
"2021","G4W","2021A0011G4W","Private dwellings occupied by usual residents, 2021","","0","units","0","","297.3","6997","","","","0"
"2021","G4X","2021A0011G4X","Population, 2021","","0","units","0","","298.1","15063","","","","0"
"2021","G4X","2021A0011G4X","Total private dwellings, 2021","","0","units","0","","298.2","7352","","","","0"
"2021","G4X","2021A0011G4X","Private dwellings occupied by usual residents, 2021","","0","units","0","","298.3","6780","","","","0"
"2021","G4Z","2021A0011G4Z","Population, 2021","","0","units","0","","299.1","9389","","","","0"
"2021","G4Z","2021A0011G4Z","Total private dwellings, 2021","","0","units","0","","299.2","4782","","","","0"
"2021","G4Z","2021A0011G4Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","299.3","4379","","","","0"
"2021","G5A","2021A0011G5A","Population, 2021","","0","units","0","","300.1","8283","","","","0"
"2021","G5A","2021A0011G5A","Total private dwellings, 2021","","0","units","0","","300.2","4582","","","","0"
"2021","G5A","2021A0011G5A","Private dwellings occupied by usual residents, 2021","","0","units","0","","300.3","3843","","","","0"
"2021","G5B","2021A0011G5B","Population, 2021","","0","units","0","","301.1","5976","","","","0"
"2021","G5B","2021A0011G5B","Total private dwellings, 2021","","0","units","0","","301.2","2919","","","","0"
"2021","G5B","2021A0011G5B","Private dwellings occupied by usual residents, 2021","","0","units","0","","301.3","2642","","","","0"
"2021","G5C","2021A0011G5C","Population, 2021","","0","units","0","","302.1","11390","","","","0"
"2021","G5C","2021A0011G5C","Total private dwellings, 2021","","0","units","0","","302.2","5547","","","","0"
"2021","G5C","2021A0011G5C","Private dwellings occupied by usual residents, 2021","","0","units","0","","302.3","5231","","","","0"
"2021","G5H","2021A0011G5H","Population, 2021","","0","units","0","","303.1","6974","","","","0"
"2021","G5H","2021A0011G5H","Total private dwellings, 2021","","0","units","0","","303.2","3433","","","","0"
"2021","G5H","2021A0011G5H","Private dwellings occupied by usual residents, 2021","","0","units","0","","303.3","3257","","","","0"
"2021","G5J","2021A0011G5J","Population, 2021","","0","units","0","","304.1","6010","","","","0"
"2021","G5J","2021A0011G5J","Total private dwellings, 2021","","0","units","0","","304.2","3035","","","","0"
"2021","G5J","2021A0011G5J","Private dwellings occupied by usual residents, 2021","","0","units","0","","304.3","2855","","","","0"
"2021","G5L","2021A0011G5L","Population, 2021","","0","units","0","","305.1","28733","","","","0"
"2021","G5L","2021A0011G5L","Total private dwellings, 2021","","0","units","0","","305.2","15887","","","","0"
"2021","G5L","2021A0011G5L","Private dwellings occupied by usual residents, 2021","","0","units","0","","305.3","14824","","","","0"
"2021","G5M","2021A0011G5M","Population, 2021","","0","units","0","","306.1","8829","","","","0"
"2021","G5M","2021A0011G5M","Total private dwellings, 2021","","0","units","0","","306.2","3884","","","","0"
"2021","G5M","2021A0011G5M","Private dwellings occupied by usual residents, 2021","","0","units","0","","306.3","3802","","","","0"
"2021","G5N","2021A0011G5N","Population, 2021","","0","units","0","","307.1","8375","","","","0"
"2021","G5N","2021A0011G5N","Total private dwellings, 2021","","0","units","0","","307.2","3657","","","","0"
"2021","G5N","2021A0011G5N","Private dwellings occupied by usual residents, 2021","","0","units","0","","307.3","3525","","","","0"
"2021","G5R","2021A0011G5R","Population, 2021","","0","units","0","","308.1","20118","","","","0"
"2021","G5R","2021A0011G5R","Total private dwellings, 2021","","0","units","0","","308.2","10045","","","","0"
"2021","G5R","2021A0011G5R","Private dwellings occupied by usual residents, 2021","","0","units","0","","308.3","9482","","","","0"
"2021","G5T","2021A0011G5T","Population, 2021","","0","units","0","","309.1","2884","","","","0"
"2021","G5T","2021A0011G5T","Total private dwellings, 2021","","0","units","0","","309.2","1518","","","","0"
"2021","G5T","2021A0011G5T","Private dwellings occupied by usual residents, 2021","","0","units","0","","309.3","1385","","","","0"
"2021","G5V","2021A0011G5V","Population, 2021","","0","units","0","","310.1","10999","","","","0"
"2021","G5V","2021A0011G5V","Total private dwellings, 2021","","0","units","0","","310.2","5801","","","","0"
"2021","G5V","2021A0011G5V","Private dwellings occupied by usual residents, 2021","","0","units","0","","310.3","5464","","","","0"
"2021","G5X","2021A0011G5X","Population, 2021","","0","units","0","","311.1","6181","","","","0"
"2021","G5X","2021A0011G5X","Total private dwellings, 2021","","0","units","0","","311.2","2874","","","","0"
"2021","G5X","2021A0011G5X","Private dwellings occupied by usual residents, 2021","","0","units","0","","311.3","2722","","","","0"
"2021","G5Y","2021A0011G5Y","Population, 2021","","0","units","0","","312.1","23088","","","","0"
"2021","G5Y","2021A0011G5Y","Total private dwellings, 2021","","0","units","0","","312.2","11764","","","","0"
"2021","G5Y","2021A0011G5Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","312.3","11252","","","","0"
"2021","G5Z","2021A0011G5Z","Population, 2021","","0","units","0","","313.1","7603","","","","0"
"2021","G5Z","2021A0011G5Z","Total private dwellings, 2021","","0","units","0","","313.2","3408","","","","0"
"2021","G5Z","2021A0011G5Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","313.3","3281","","","","0"
"2021","G6A","2021A0011G6A","Population, 2021","","0","units","0","","314.1","2546","","","","0"
"2021","G6A","2021A0011G6A","Total private dwellings, 2021","","0","units","0","","314.2","1000","","","","0"
"2021","G6A","2021A0011G6A","Private dwellings occupied by usual residents, 2021","","0","units","0","","314.3","993","","","","0"
"2021","G6B","2021A0011G6B","Population, 2021","","0","units","0","","315.1","8404","","","","0"
"2021","G6B","2021A0011G6B","Total private dwellings, 2021","","0","units","0","","315.2","4432","","","","0"
"2021","G6B","2021A0011G6B","Private dwellings occupied by usual residents, 2021","","0","units","0","","315.3","4052","","","","0"
"2021","G6C","2021A0011G6C","Population, 2021","","0","units","0","","316.1","7959","","","","0"
"2021","G6C","2021A0011G6C","Total private dwellings, 2021","","0","units","0","","316.2","3512","","","","0"
"2021","G6C","2021A0011G6C","Private dwellings occupied by usual residents, 2021","","0","units","0","","316.3","3382","","","","0"
"2021","G6E","2021A0011G6E","Population, 2021","","0","units","0","","317.1","13110","","","","0"
"2021","G6E","2021A0011G6E","Total private dwellings, 2021","","0","units","0","","317.2","5618","","","","0"
"2021","G6E","2021A0011G6E","Private dwellings occupied by usual residents, 2021","","0","units","0","","317.3","5489","","","","0"
"2021","G6G","2021A0011G6G","Population, 2021","","0","units","0","","318.1","20356","","","","0"
"2021","G6G","2021A0011G6G","Total private dwellings, 2021","","0","units","0","","318.2","10330","","","","0"
"2021","G6G","2021A0011G6G","Private dwellings occupied by usual residents, 2021","","0","units","0","","318.3","9609","","","","0"
"2021","G6H","2021A0011G6H","Population, 2021","","0","units","0","","319.1","7097","","","","0"
"2021","G6H","2021A0011G6H","Total private dwellings, 2021","","0","units","0","","319.2","3413","","","","0"
"2021","G6H","2021A0011G6H","Private dwellings occupied by usual residents, 2021","","0","units","0","","319.3","3208","","","","0"
"2021","G6J","2021A0011G6J","Population, 2021","","0","units","0","","320.1","10627","","","","0"
"2021","G6J","2021A0011G6J","Total private dwellings, 2021","","0","units","0","","320.2","4358","","","","0"
"2021","G6J","2021A0011G6J","Private dwellings occupied by usual residents, 2021","","0","units","0","","320.3","4256","","","","0"
"2021","G6K","2021A0011G6K","Population, 2021","","0","units","0","","321.1","8237","","","","0"
"2021","G6K","2021A0011G6K","Total private dwellings, 2021","","0","units","0","","321.2","3236","","","","0"
"2021","G6K","2021A0011G6K","Private dwellings occupied by usual residents, 2021","","0","units","0","","321.3","3191","","","","0"
"2021","G6L","2021A0011G6L","Population, 2021","","0","units","0","","322.1","15293","","","","0"
"2021","G6L","2021A0011G6L","Total private dwellings, 2021","","0","units","0","","322.2","7452","","","","0"
"2021","G6L","2021A0011G6L","Private dwellings occupied by usual residents, 2021","","0","units","0","","322.3","7003","","","","0"
"2021","G6P","2021A0011G6P","Population, 2021","","0","units","0","","323.1","29578","","","","0"
"2021","G6P","2021A0011G6P","Total private dwellings, 2021","","0","units","0","","323.2","15475","","","","0"
"2021","G6P","2021A0011G6P","Private dwellings occupied by usual residents, 2021","","0","units","0","","323.3","14480","","","","0"
"2021","G6R","2021A0011G6R","Population, 2021","","0","units","0","","324.1","4702","","","","0"
"2021","G6R","2021A0011G6R","Total private dwellings, 2021","","0","units","0","","324.2","1834","","","","0"
"2021","G6R","2021A0011G6R","Private dwellings occupied by usual residents, 2021","","0","units","0","","324.3","1797","","","","0"
"2021","G6S","2021A0011G6S","Population, 2021","","0","units","0","","325.1","5384","","","","0"
"2021","G6S","2021A0011G6S","Total private dwellings, 2021","","0","units","0","","325.2","2370","","","","0"
"2021","G6S","2021A0011G6S","Private dwellings occupied by usual residents, 2021","","0","units","0","","325.3","2205","","","","0"
"2021","G6T","2021A0011G6T","Population, 2021","","0","units","0","","326.1","11201","","","","0"
"2021","G6T","2021A0011G6T","Total private dwellings, 2021","","0","units","0","","326.2","4647","","","","0"
"2021","G6T","2021A0011G6T","Private dwellings occupied by usual residents, 2021","","0","units","0","","326.3","4558","","","","0"
"2021","G6V","2021A0011G6V","Population, 2021","","0","units","0","","327.1","32034","","","","0"
"2021","G6V","2021A0011G6V","Total private dwellings, 2021","","0","units","0","","327.2","16976","","","","0"
"2021","G6V","2021A0011G6V","Private dwellings occupied by usual residents, 2021","","0","units","0","","327.3","15915","","","","0"
"2021","G6W","2021A0011G6W","Population, 2021","","0","units","0","","328.1","25242","","","","0"
"2021","G6W","2021A0011G6W","Total private dwellings, 2021","","0","units","0","","328.2","12252","","","","0"
"2021","G6W","2021A0011G6W","Private dwellings occupied by usual residents, 2021","","0","units","0","","328.3","11837","","","","0"
"2021","G6X","2021A0011G6X","Population, 2021","","0","units","0","","329.1","9307","","","","0"
"2021","G6X","2021A0011G6X","Total private dwellings, 2021","","0","units","0","","329.2","4796","","","","0"
"2021","G6X","2021A0011G6X","Private dwellings occupied by usual residents, 2021","","0","units","0","","329.3","4625","","","","0"
"2021","G6Y","2021A0011G6Y","Population, 2021","","0","units","0","","330.1","7232","","","","0"
"2021","G6Y","2021A0011G6Y","Total private dwellings, 2021","","0","units","0","","330.2","3071","","","","0"
"2021","G6Y","2021A0011G6Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","330.3","2995","","","","0"
"2021","G6Z","2021A0011G6Z","Population, 2021","","0","units","0","","331.1","23582","","","","0"
"2021","G6Z","2021A0011G6Z","Total private dwellings, 2021","","0","units","0","","331.2","9564","","","","0"
"2021","G6Z","2021A0011G6Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","331.3","9392","","","","0"
"2021","G7A","2021A0011G7A","Population, 2021","","0","units","0","","332.1","25429","","","","0"
"2021","G7A","2021A0011G7A","Total private dwellings, 2021","","0","units","0","","332.2","10423","","","","0"
"2021","G7A","2021A0011G7A","Private dwellings occupied by usual residents, 2021","","0","units","0","","332.3","10142","","","","0"
"2021","G7B","2021A0011G7B","Population, 2021","","0","units","0","","333.1","17614","","","","0"
"2021","G7B","2021A0011G7B","Total private dwellings, 2021","","0","units","0","","333.2","8450","","","","0"
"2021","G7B","2021A0011G7B","Private dwellings occupied by usual residents, 2021","","0","units","0","","333.3","8075","","","","0"
"2021","G7G","2021A0011G7G","Population, 2021","","0","units","0","","334.1","16414","","","","0"
"2021","G7G","2021A0011G7G","Total private dwellings, 2021","","0","units","0","","334.2","7383","","","","0"
"2021","G7G","2021A0011G7G","Private dwellings occupied by usual residents, 2021","","0","units","0","","334.3","7168","","","","0"
"2021","G7H","2021A0011G7H","Population, 2021","","0","units","0","","335.1","28684","","","","0"
"2021","G7H","2021A0011G7H","Total private dwellings, 2021","","0","units","0","","335.2","15376","","","","0"
"2021","G7H","2021A0011G7H","Private dwellings occupied by usual residents, 2021","","0","units","0","","335.3","14395","","","","0"
"2021","G7J","2021A0011G7J","Population, 2021","","0","units","0","","336.1","14443","","","","0"
"2021","G7J","2021A0011G7J","Total private dwellings, 2021","","0","units","0","","336.2","7388","","","","0"
"2021","G7J","2021A0011G7J","Private dwellings occupied by usual residents, 2021","","0","units","0","","336.3","7078","","","","0"
"2021","G7K","2021A0011G7K","Population, 2021","","0","units","0","","337.1","762","","","","0"
"2021","G7K","2021A0011G7K","Total private dwellings, 2021","","0","units","0","","337.2","381","","","","0"
"2021","G7K","2021A0011G7K","Private dwellings occupied by usual residents, 2021","","0","units","0","","337.3","374","","","","0"
"2021","G7N","2021A0011G7N","Population, 2021","","0","units","0","","338.1","6389","","","","0"
"2021","G7N","2021A0011G7N","Total private dwellings, 2021","","0","units","0","","338.2","2739","","","","0"
"2021","G7N","2021A0011G7N","Private dwellings occupied by usual residents, 2021","","0","units","0","","338.3","2629","","","","0"
"2021","G7P","2021A0011G7P","Population, 2021","","0","units","0","","339.1","7418","","","","0"
"2021","G7P","2021A0011G7P","Total private dwellings, 2021","","0","units","0","","339.2","3278","","","","0"
"2021","G7P","2021A0011G7P","Private dwellings occupied by usual residents, 2021","","0","units","0","","339.3","3097","","","","0"
"2021","G7S","2021A0011G7S","Population, 2021","","0","units","0","","340.1","19807","","","","0"
"2021","G7S","2021A0011G7S","Total private dwellings, 2021","","0","units","0","","340.2","8818","","","","0"
"2021","G7S","2021A0011G7S","Private dwellings occupied by usual residents, 2021","","0","units","0","","340.3","8550","","","","0"
"2021","G7T","2021A0011G7T","Population, 2021","","0","units","0","","341.1","1640","","","","0"
"2021","G7T","2021A0011G7T","Total private dwellings, 2021","","0","units","0","","341.2","720","","","","0"
"2021","G7T","2021A0011G7T","Private dwellings occupied by usual residents, 2021","","0","units","0","","341.3","706","","","","0"
"2021","G7X","2021A0011G7X","Population, 2021","","0","units","0","","342.1","25550","","","","0"
"2021","G7X","2021A0011G7X","Total private dwellings, 2021","","0","units","0","","342.2","13829","","","","0"
"2021","G7X","2021A0011G7X","Private dwellings occupied by usual residents, 2021","","0","units","0","","342.3","12829","","","","0"
"2021","G7Y","2021A0011G7Y","Population, 2021","","0","units","0","","343.1","628","","","","0"
"2021","G7Y","2021A0011G7Y","Total private dwellings, 2021","","0","units","0","","343.2","300","","","","0"
"2021","G7Y","2021A0011G7Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","343.3","289","","","","0"
"2021","G7Z","2021A0011G7Z","Population, 2021","","0","units","0","","344.1","2638","","","","0"
"2021","G7Z","2021A0011G7Z","Total private dwellings, 2021","","0","units","0","","344.2","1094","","","","0"
"2021","G7Z","2021A0011G7Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","344.3","1078","","","","0"
"2021","G8A","2021A0011G8A","Population, 2021","","0","units","0","","345.1","6033","","","","0"
"2021","G8A","2021A0011G8A","Total private dwellings, 2021","","0","units","0","","345.2","2845","","","","0"
"2021","G8A","2021A0011G8A","Private dwellings occupied by usual residents, 2021","","0","units","0","","345.3","2710","","","","0"
"2021","G8B","2021A0011G8B","Population, 2021","","0","units","0","","346.1","22060","","","","0"
"2021","G8B","2021A0011G8B","Total private dwellings, 2021","","0","units","0","","346.2","10927","","","","0"
"2021","G8B","2021A0011G8B","Private dwellings occupied by usual residents, 2021","","0","units","0","","346.3","10359","","","","0"
"2021","G8C","2021A0011G8C","Population, 2021","","0","units","0","","347.1","4412","","","","0"
"2021","G8C","2021A0011G8C","Total private dwellings, 2021","","0","units","0","","347.2","1888","","","","0"
"2021","G8C","2021A0011G8C","Private dwellings occupied by usual residents, 2021","","0","units","0","","347.3","1867","","","","0"
